Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
LED79,LED,LED_THT_2.54mm,354.012499,-169.536999,0.0,top
LED80,LED,LED_THT_2.54mm,304.006249,-169.536999,0.0,top
LED81,LED,LED_THT_2.54mm,284.956249,-169.536999,0.0,top
LED82,LED,LED_THT_2.54mm,265.906249,-169.536999,0.0,top
LED83,LED,LED_THT_2.54mm,246.856249,-169.536999,0.0,top
LED84,LED,LED_THT_2.54mm,227.806249,-169.536999,0.0,top
LED85,LED,LED_THT_2.54mm,208.756249,-169.536999,0.0,top
LED86,LED,LED_THT_2.54mm,189.706249,-169.536999,0.0,top
LED87,LED,LED_THT_2.54mm,170.656249,-169.536999,0.0,top
LED88,LED,LED_THT_2.54mm,151.606249,-169.536999,0.0,top
LED89,LED,LED_THT_2.54mm,115.887499,-169.536999,0.0,top
